Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
"Shepard, Anita ",93,1,1,0,1,6,3,0,71046,0,4,Production Manager,MA,34881,07/03/72,F,Married,US Citizen,No,White,10/26/2009,,N/A-StillEmployed,Active,IT/IS,Janet King,2,CareerBuilder,Exceeds,3.09,2,1,1/21/2019,2,4
"Tippett, Jeanette",6,0,1,0,4,4,3,1,66579,1,19,Production Technician I,MA,3597,02/09/83,F,Married,US Citizen,No,White,8/19/2013,9/23/2016,N/A-StillEmployed,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Indeed,Exceeds,2.33,3,0,2/11/2019,2,8
"Garcia, Raul",21,1,2,1,4,5,2,0,74813,1,7,Administrative Assistant,MA,24073,08/27/72,M ,Divorced,US Citizen,No,White,7/7/2014,11/15/2016,unhappy,Voluntarily Terminated,Sales,Lynn Daneault,21,Google Search,Fully Meets,4.03,4,6,6/10/2016,2,12
"Chace, Beatrice ",87,1,0,1,1,2,3,0,62958,0,9,Production Technician II,MA,14303,07/07/75,M ,Single,US Citizen,No,White,8/13/2012,,N/A-StillEmployed,Active,Admin Offices,Janet King,2,Indeed,Fully Meets,4.71,4,4,1/21/2019,0,10
"Monroe, Peter",173,1,2,1,2,5,3,0,119160,0,7,Senior BI Developer,MA,19308,09/14/88,M ,Divorced,US Citizen,No,White,9/30/2013,,N/A-StillEmployed,Voluntarily Terminated,Software Engineering,Peter Monroe,7,Diversity Job Fair,Fully Meets,4.94,3,5,1/14/2019,1,20
"Roper, Katie",24,1,2,1,4,6,2,0,54319,1,3,Production Technician I,MA,26166,03/17/88,M ,Married,US Citizen,No,White,1/5/2015,12/28/2017,career change,Active,Production       ,Lynn Daneault,21,CareerBuilder,Exceeds,3.45,2,2,2/10/2013,2,5
"Trang, Mei",124,0,1,0,3,3,4,1,56821,1,20,Production Technician I,MA,2154,09/22/70,M ,Married,US Citizen,No,White,9/5/2012,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,CareerBuilder,Exceeds,4.36,4,1,1/18/2019,1,6
"Wang, Charlie",153,0,2,0,2,6,2,0,118281,0,3,Sr. DBA,MA,37206,10/24/87,F,Married,US Citizen,Yes,Black or African American,9/30/2013,,N/A-StillEmployed,Active,Sales,Jennifer Zamora,5,Employee Referral,Fully Meets,4.05,4,4,2/26/2019,1,10
"Saada, Adell",79,0,0,0,5,5,3,0,75594,1,29,Production Technician I,MA,5929,07/03/72,M ,Single,US Citizen,No,White,1/9/2012,6/24/2013,return to school,Voluntarily Terminated,Production       ,Michael Albert,22,Google Search,Fully Meets,4.04,4,1,1/19/2016,1,14
"Peters, Lauren",32,0,0,1,3,6,3,0,126827,1,17,IT Manager - Infra,MA,16181,09/05/84,M ,Single,US Citizen,No,White,5/16/2011,,N/A-StillEmployed,Active,IT/IS,Lynn Daneault,21,LinkedIn,Fully Meets,4.36,4,6,1/10/2019,1,13
"Galia, Lisa",140,1,2,0,1,4,3,0,78062,0,8,Sr. DBA,MA,37912,09/23/73,F,Married,US Citizen,No,Black or African American,9/26/2011,,N/A-StillEmployed,Active,IT/IS,Jennifer Zamora,5,Indeed,Exceeds,4.99,3,5,2/22/2019,2,17
"Girifalco, Evelyn",58,0,1,0,4,4,2,0,75351,1,21,Production Technician I,MA,7074,03/16/81,F,Married,US Citizen,No,White,7/2/2012,9/26/2017,N/A-StillEmployed,Voluntarily Terminated,IT/IS,Kelley Spirea,18,Employee Referral,Fully Meets,4.78,4,5,2/4/2019,2,8
"Sewkumar, Nori",122,0,2,1,4,5,2,0,50107,1,7,Production Technician I,MA,20327,08/25/82,F,Married,US Citizen,No,White,5/16/2011,2/21/2016,more money,Active,Production       ,Brannon Miller,12,Google Search,Fully Meets,2.58,4,2,1/2/2012,3,13
"True, Edward",73,0,1,1,2,6,2,0,50143,0,14,Production Technician I,MA,23867,02/10/76,F,Married,US Citizen,No,White,7/11/2011,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,CareerBuilder,Fully Meets,4.75,4,0,4/12/2018,4,8
"Champaigne, Brian",179,1,1,1,4,6,3,1,109991,1,9,Area Sales Manager,MA,39753,02/25/51,F,Single,US Citizen,Yes,Black or African American,1/6/2014,9/7/2015,N/A-StillEmployed,Voluntarily Terminated,Sales,Peter Monroe,7,LinkedIn,Exceeds,3.52,3,2,1/3/2019,2,10
"Becker, Renee",112,1,1,0,2,5,4,0,95440,0,15,Production Manager,MA,19579,05/31/88,F,Single,US Citizen,No,White,3/30/2015,,N/A-StillEmployed,Voluntarily Terminated,IT/IS,David Stanley,14,LinkedIn,Fully Meets,3.79,4,4,2/25/2019,0,18
"Cockel, James",132,0,0,1,1,3,2,0,63574,0,14,Production Technician I,MA,11093,07/04/88,M ,Single,US Citizen,No,White,11/11/2013,,N/A-StillEmployed,Active,IT/IS,Brannon Miller,12,Google Search,Fully Meets,3.99,4,2,1/30/2019,2,19
"Vega, Vincent",150,1,1,0,2,6,2,0,78470,0,10,Production Technician II,TX,41244,08/07/86,F,Married,US Citizen,No,Black or African American,6/30/2016,,N/A-StillEmployed,Active,Production       ,Jennifer Zamora,5,Employee Referral,Fully Meets,4.78,3,1,2/22/2019,2,11
"Ren, Kylo",151,0,1,0,3,4,3,0,119796,1,18,Sales Manager,MA,21371,11/07/87,F,Single,US Citizen,No,White,1/7/2013,,N/A-StillEmployed,Voluntarily Terminated,IT/IS,Jennifer Zamora,5,Employee Referral,Fully Meets,4.38,5,5,2/13/2019,0,8
"Pham, Hong",193,0,1,0,3,6,2,0,54418,1,17,Production Technician I,MA,15684,05/01/79,F,Married,US Citizen,No,White,5/16/2011,6/4/2018,relocation out of area,Voluntarily Terminated,Production       ,Elijiah Gray,16,Indeed,Fully Meets,4.62,4,0,3/1/2015,2,8
"Cole, Spencer",170,0,0,0,2,4,3,0,127129,0,24,Area Sales Manager,MA,4690,10/18/81,M ,Single,US Citizen,No,Black or African American,10/2/2016,,N/A-StillEmployed,Active,Production       ,Peter Monroe,7,LinkedIn,Fully Meets,3.93,4,3,1/17/2019,1,14
"Carthy, B'rigit",164,0,2,1,3,5,3,0,91841,1,6,Area Sales Manager,MA,23673,05/14/87,M ,Divorced,US Citizen,No,White,3/5/2012,,N/A-StillEmployed,Voluntarily Terminated,Production       ,Peter Monroe,7,Employee Referral,Fully Meets,3.7,5,4,4/2/2018,1,6
"Szabo, Andrew",54,0,2,0,3,5,3,0,91539,1,9,Production Technician I,MA,11351,10/10/68,F,Separated,US Citizen,No,White,5/12/2014,8/19/2018,N/A-StillEmployed,Voluntarily Terminated,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,4.77,4,1,2/12/2019,0,18
"Corleone, Michael",75,0,1,0,4,4,3,0,55103,1,20,Production Technician I,MA,1734,07/18/88,F,Married,US Citizen,No,Black or African American,7/8/2013,2/4/2013,N/A-StillEmployed,Voluntarily Terminated,Production       ,Michael Albert,22,Google Search,Fully Meets,4.3,2,1,1/24/2019,2,5
"Roup,Simon",2,1,4,0,3,5,2,0,64847,1,24,Production Technician I,MA,19206,01/07/74,F,Widowed,US Citizen,No,White,1/6/2014,8/2/2014,N/A-StillEmployed,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Diversity Job Fair,Fully Meets,4.7,1,1,2/12/2019,3,11
"Athwal, Sam",176,0,1,0,4,4,4,0,129222,1,18,Data Analyst ,MA,26486,07/15/77,M ,Divorced,US Citizen,No,White,11/11/2013,,hours,Voluntarily Terminated,Sales,Peter Monroe,7,LinkedIn,Fully Meets,3.5,5,8,1/22/2019,0,14
"Petrowsky, Thelma",20,0,0,0,3,5,3,0,57116,0,22,Production Technician II,MA,16565,08/25/76,F,Single,US Citizen,No,White,4/2/2012,,career change,Active,IT/IS,Lynn Daneault,21,Indeed,Fully Meets,3.07,5,1,1/22/2019,1,16
"Robinson, Elias",128,0,0,0,4,6,2,0,73035,1,12,Production Technician I,MA,19019,01/18/52,F,Single,US Citizen,No,White,1/10/2011,2/19/2016,more money,Voluntarily Terminated,Production       ,Brannon Miller,12,Employee Referral,Fully Meets,4.32,3,0,1/6/2012,2,19
"Lecter, Hannibal",14,0,0,1,4,2,4,0,137032,1,22,BI Developer,MA,6866,03/10/79,M ,Single,US Citizen,No,Black or African American,8/19/2013,4/1/2013,unhappy,Voluntarily Terminated,Production       ,Kissy Sullivan,20,LinkedIn,Fully Meets,4.88,4,6,7/2/2018,0,20
"Handschiegl, Joanne",51,1,2,0,3,4,2,0,67868,0,9,Production Technician II,MA,8866,09/05/85,F,Married,US Citizen,No,White,4/4/2011,,N/A-StillEmployed,Active,IT/IS,Kelley Spirea,18,Google Search,Fully Meets,3.48,4,4,1/18/2019,1,11
"Potts, Xana",146,0,0,0,3,4,3,0,83193,1,14,Principal Data Architect,MA,32040,05/01/79,M ,Single,US Citizen,No,White,3/31/2014,,career change,Voluntarily Terminated,Admin Offices,Jennifer Zamora,5,Indeed,Fully Meets,2.74,4,5,2/8/2019,2,5
"Darson, Jene'ya ",27,0,1,0,5,4,2,0,81720,1,6,Area Sales Manager,MA,32310,07/15/77,M ,Married,US Citizen,No,Black or African American,4/2/2012,1/7/2013,retiring,Terminated for Cause,Sales,Lynn Daneault,21,Google Search,Fully Meets,3.83,5,5,3/2/2015,2,9
"Moran, Patrick",104,1,1,1,5,5,3,0,91439,1,12,Production Technician II,MA,27207,01/07/87,M ,Single,US Citizen,No,Black or African American,9/30/2014,8/4/2017,unhappy,Voluntarily Terminated,Sales,David Stanley,14,Google Search,Fully Meets,3.57,5,2,2/1/2015,1,10
"Goyal, Roxana",59,0,2,0,5,5,2,0,106919,1,18,Data Analyst,MA,12385,04/04/79,F,Married,US Citizen,No,White,1/5/2015,1/11/2014,maternity leave - did not return,Terminated for Cause,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,3.07,5,1,2/5/2016,2,17
"Corleone, Michael",178,1,3,1,5,2,4,1,98005,1,12,Software Engineer,MA,4136,04/13/64,M ,Divorced,US Citizen,No,White,11/7/2011,8/19/2013,retiring,Terminated for Cause,IT/IS,Peter Monroe,7,Employee Referral,Exceeds,4.76,3,4,3/2/2015,2,20
"Jeannite, Tayana",53,1,2,0,5,3,2,0,52890,1,16,Production Technician I,MA,2788,05/19/82,F,Divorced,US Citizen,No,Black or African American,9/30/2013,4/8/2015,military,Terminated for Cause,Production       ,Kelley Spirea,18,Diversity Job Fair,Fully Meets,2.88,3,1,7/14/2010,1,18
"Fitzpatrick, Michael  J",25,1,2,1,4,5,3,0,134194,1,20,Area Sales Manager,MA,36142,08/26/86,M ,Married,US Citizen,No,Asian,5/14/2012,,career change,Voluntarily Terminated,Sales,Lynn Daneault,21,Indeed,Fully Meets,3.26,5,3,3/2/2018,1,18
"Rivera, Haley  ",39,1,1,1,1,6,2,0,58936,0,9,Production Technician II,MA,37809,05/27/73,M ,Married,US Citizen,No,White,7/8/2013,,N/A-StillEmployed,Active,IT/IS,Lynn Daneault,21,Indeed,Fully Meets,4.7,5,3,1/7/2019,1,17
"Williams, Jacquelyn  ",163,0,2,0,2,5,2,0,86559,1,24,Area Sales Manager,MA,16800,11/14/55,M ,Divorced,US Citizen,Yes,White,7/8/2013,,N/A-StillEmployed,Voluntarily Terminated,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,4.66,4,5,1/16/2019,2,2
"Carr, Claudia  N",63,1,2,1,5,6,4,0,102266,1,19,Production Technician I,MA,17259,07/11/81,F,Married,US Citizen,No,Black or African American,9/30/2014,7/30/2018,attendance,Active,Production       ,Michael Albert,22,Indeed,Fully Meets,2.48,4,0,2/4/2018,1,7
"Thibaud, Kenneth",157,1,2,1,3,5,2,0,77433,1,5,IT Director,MA,37226,01/15/68,M ,Divorced,US Citizen,No,Black or African American,9/30/2013,3/15/2015,unhappy,Voluntarily Terminated,Sales,Jennifer Zamora,5,Website,Fully Meets,1.74,4,5,2/15/2012,2,13
"Pham, Hong",142,0,1,0,2,5,3,0,119295,0,5,President & CEO,MA,45769,03/11/84,F,Married,US Citizen,No,White,2/20/2012,,N/A-StillEmployed,Active,Software Engineering,Jennifer Zamora,5,Google Search,Fully Meets,3.6,4,5,3/30/2015,0,8
"O'hare, Lynn",76,1,3,0,5,5,2,0,89867,1,13,Production Technician II,MA,17937,05/30/68,F,Divorced,US Citizen,No,Black or African American,6/2/2015,7/30/2018,hours,Voluntarily Terminated,Production       ,Michael Albert,22,LinkedIn,Fully Meets,3.18,5,1,5/13/2014,2,3
"Chan, Lin",108,0,1,1,4,4,3,1,95393,1,10,Area Sales Manager,MA,14683,10/01/90,M ,Married,US Citizen,No,White,2/16/2015,11/30/2012,maternity leave - did not return,Voluntarily Terminated,IT/IS,David Stanley,14,Google Search,Exceeds,4.38,3,3,1/14/2013,2,14
"Nowlan, Kristie",102,0,0,0,3,5,3,1,104981,1,10,Production Technician II,MA,34939,12/21/74,F,Single,US Citizen,Yes,White,5/13/2013,8/2/2014,Another position,Voluntarily Terminated,Software Engineering,David Stanley,14,LinkedIn,Exceeds,4.2,4,4,2/1/2013,1,12
"Jacobi, Hannah  ",186,0,1,0,4,4,4,0,61071,1,13,Production Technician II,MA,17043,02/09/83,F,Single,US Citizen,No,White,1/10/2011,9/12/2015,N/A-StillEmployed,Voluntarily Terminated,Production       ,Elijiah Gray,16,CareerBuilder,Fully Meets,4.48,4,2,1/24/2019,0,8
"Dolan, Linda",167,1,1,1,1,4,2,0,146681,0,11,Sr. Accountant,MA,11482,05/21/83,M ,Married,US Citizen,No,White,3/30/2015,,N/A-StillEmployed,Active,Software Engineering,Peter Monroe,7,Indeed,Fully Meets,2.32,5,5,1/28/2019,2,2
"Dunne, Amy",69,1,1,0,4,6,3,0,47815,1,23,Production Technician I,MA,12416,11/08/83,F,Married,US Citizen,No,Black or African American,1/10/2011,8/13/2018,N/A-StillEmployed,Voluntarily Terminated,Production       ,Michael Albert,22,Indeed,Fully Meets,2.67,4,0,2/7/2019,1,5
"Driver, Elle",28,1,1,1,3,5,3,0,60188,1,14,Network Engineer,MA,28521,04/14/55,M ,Single,US Citizen,No,White,11/7/2011,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,3.0,4,5,2/1/2016,2,16
"Zhou, Julia",70,1,2,1,4,3,2,1,50300,1,22,Production Technician I,MA,3517,05/04/82,M ,Married,US Citizen,No,White,3/30/2015,9/25/2013,unhappy,Voluntarily Terminated,Production       ,Michael Albert,22,Indeed,Fully Meets,4.81,4,2,1/18/2019,2,17
"Monroe, Peter",135,1,3,1,4,5,2,0,49436,1,22,Production Technician I,MA,4778,08/28/63,F,Divorced,US Citizen,No,White,7/7/2014,,more money,Active,IT/IS,Brannon Miller,12,Employee Referral,Fully Meets,3.66,5,2,2/1/2013,2,2
"Driver, Elle",185,0,1,0,2,5,2,1,101105,0,12,Production Technician II,MA,21180,10/31/77,M ,Single,US Citizen,No,Black or African American,5/2/2011,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Employee Referral,Exceeds,4.09,3,1,1/25/2019,3,9
"Le, Binh",96,1,2,1,2,4,3,0,151280,1,9,Data Analyst ,MA,11972,12/03/76,M ,Divorced,US Citizen,No,White,1/9/2012,,N/A-StillEmployed,Active,Admin Offices,Janet King,2,Google Search,Fully Meets,4.23,3,5,2/15/2015,1,16
"Brown, Mia",137,0,0,0,4,3,4,0,105911,1,21,IT Support,MA,4183,08/09/83,M ,Single,US Citizen,No,White,8/19/2013,,unhappy,Active,Production       ,Brannon Miller,12,Employee Referral,Fully Meets,4.38,3,6,4/5/2013,0,11
"Veera, Abdellah ",30,1,2,1,4,6,3,0,129363,1,20,Production Manager,MA,31465,05/09/65,M ,Married,US Citizen,No,Black or African American,5/12/2014,,N/A-StillEmployed,Voluntarily Terminated,Production       ,Lynn Daneault,21,LinkedIn,Fully Meets,4.19,5,2,2/22/2019,2,5
"Perry, Shakira",192,0,0,0,3,5,3,0,97053,0,14,Production Technician II,MA,5874,08/10/88,M ,Single,US Citizen,No,White,6/2/2015,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Fully Meets,4.88,4,1,5/6/2016,0,18
"Rarrick, Quinn",145,0,1,1,3,3,4,0,135885,0,13,Data Architect,MA,5158,09/05/84,M ,Single,US Citizen,No,White,7/8/2013,,N/A-StillEmployed,Voluntarily Terminated,Software Engineering,Jennifer Zamora,5,Indeed,Fully Meets,4.92,4,7,4/5/2017,0,8
"Brown, Mia",119,1,3,0,2,5,4,0,60866,0,18,Production Technician I,MA,11489,09/27/88,F,Divorced,US Citizen,No,White,8/18/2014,,N/A-StillEmployed,Active,IT/IS,David Stanley,14,LinkedIn,Fully Meets,3.37,4,1,1/21/2019,0,2
"Burkett, Benjamin ",46,1,2,1,2,5,3,0,53675,0,12,Production Technician I,MA,23274,01/17/79,F,Divorced,US Citizen,No,Asian,7/8/2013,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,3.92,3,1,2/13/2019,2,2
"Ybarra, Catherine ",85,1,0,1,2,5,2,0,129075,1,9,Data Architect,MA,50340,08/30/79,M ,Single,US Citizen,No,White,1/9/2012,,N/A-StillEmployed,Active,Sales,Janet King,2,CareerBuilder,Fully Meets,2.3,3,5,1/30/2013,2,6
"Givens, Myriam",74,0,2,0,4,4,4,0,84986,1,26,Production Technician I,MA,7590,10/08/70,F,Divorced,US Citizen,No,White,5/13/2013,5/18/2016,more money,Voluntarily Terminated,Production       ,Michael Albert,22,Indeed,Fully Meets,2.86,4,1,7/14/2010,2,16
"Delarge, Alex",125,0,1,1,3,5,3,0,50201,1,12,Production Technician I,MA,18145,09/22/89,M ,Married,US Citizen,No,White,6/2/2015,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Employee Referral,Needs Improvement,3.56,4,1,1/22/2019,2,4
"Gentry, Mildred",41,1,0,0,3,6,2,1,48142,1,21,Production Technician I,MA,19070,06/01/64,F,Single,US Citizen,No,White,2/17/2014,11/4/2015,N/A-StillEmployed,Voluntarily Terminated,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,3.93,4,1,2/15/2019,1,5
"LaRotonda, William  ",190,0,1,0,4,6,3,0,53052,1,10,Production Technician II,MA,24658,04/25/70,F,Married,US Citizen,No,White,7/5/2011,4/1/2013,more money,Voluntarily Terminated,Production       ,Elijiah Gray,16,Employee Referral,Fully Meets,3.84,5,2,10/22/2011,1,6
"Carey, Michael  ",9,0,1,1,2,3,4,1,60045,1,16,Production Technician I,MA,3889,02/21/74,M ,Single,US Citizen,Yes,White,3/30/2015,,hours,Active,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,4.29,4,1,2/15/2015,0,7
"Woodson, Jason",196,1,1,1,4,4,3,0,62153,1,22,Production Technician I,MA,3503,08/30/79,M ,Single,US Citizen,No,White,9/24/2012,9/25/2013,Another position,Active,Production       ,Elijiah Gray,16,Employee Referral,Fully Meets,3.28,5,2,4/5/2016,2,19
"Sutwell, Barbara",86,0,1,1,4,4,4,0,115054,1,21,Area Sales Manager,MA,15131,07/10/88,M ,Married,US Citizen,No,White,2/21/2011,6/18/2013,career change,Voluntarily Terminated,Production       ,Janet King,2,Diversity Job Fair,Fully Meets,3.94,4,5,3/10/2015,0,15
"Terry, Sharlene ",184,1,2,1,4,5,2,0,51349,1,15,Production Technician I,MA,6430,02/11/52,M ,Married,US Citizen,No,White,1/5/2015,2/4/2013,Another position,Active,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,3.47,2,1,4/18/2017,3,19
"Osturnka, Adeel",114,0,0,1,4,5,3,0,74927,1,8,Production Technician II,MA,29196,07/07/86,M ,Single,US Citizen,Yes,White,7/8/2013,5/1/2016,career change,Voluntarily Terminated,Sales,David Stanley,14,Diversity Job Fair,Fully Meets,4.2,3,3,1/25/2019,2,8
"Stansfield, Norman",55,1,1,0,4,4,4,0,48825,1,12,Production Technician II,MA,15765,01/31/87,F,Married,US Citizen,No,White,2/20/2012,2/19/2016,performance,Voluntarily Terminated,IT/IS,Kelley Spirea,18,Employee Referral,Fully Meets,4.71,4,3,5/15/2014,1,18
"Keatts, Kramer ",156,0,2,1,4,6,1,0,65505,1,8,BI Developer,MA,26418,07/30/64,M ,Divorced,US Citizen,No,White,2/21/2011,,Another position,Voluntarily Terminated,IT/IS,Jennifer Zamora,5,LinkedIn,Fully Meets,3.9,4,5,2/19/2019,3,5
"Wallace, Courtney  E",160,1,3,1,2,5,3,0,90022,0,8,IT Support,MA,36587,01/15/68,M ,Widowed,US Citizen,No,White,10/25/2010,,N/A-StillEmployed,Active,Production       ,Peter Monroe,7,Google Search,Fully Meets,4.34,3,3,2/26/2019,2,10
"Winthrop, Jordan  ",11,1,4,0,4,6,3,0,50635,1,19,Production Technician I,MA,23221,07/10/88,F,Widowed,US Citizen,No,White,9/29/2014,6/4/2018,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,Website,Fully Meets,3.91,3,1,1/16/2016,0,12
"Ndzi, Horia",19,1,2,0,3,5,3,0,88155,1,22,Production Technician I,MA,8771,08/16/84,F,Married,US Citizen,No,White,5/12/2014,1/12/2017,N/A-StillEmployed,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Employee Referral,Fully Meets,4.23,4,0,1/25/2019,0,19
"Potts, Xana",168,1,1,0,2,6,2,0,113999,0,8,Sr. Accountant,MA,34106,07/22/82,F,Single,US Citizen,No,White,8/15/2011,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,LinkedIn,Fully Meets,3.57,3,3,1/30/2019,1,14
"Lajiri,  Jyoti",136,1,2,1,3,6,3,0,84432,1,13,Production Technician II,MA,27921,05/21/83,M ,Married,US Citizen,No,White,2/16/2015,9/26/2018,Another position,Voluntarily Terminated,IT/IS,Brannon Miller,12,LinkedIn,Fully Meets,4.11,4,2,1/30/2013,2,2
"Bachiochi, Linda",78,0,1,0,5,4,3,0,45475,1,28,Production Technician I,MA,2813,10/30/69,F,Married,US Citizen,No,White,9/30/2013,9/15/2015,unhappy,Voluntarily Terminated,Production       ,Michael Albert,22,LinkedIn,Fully Meets,4.17,4,0,1/29/2019,1,15
"Sullivan, Kissy ",195,1,2,0,4,3,3,0,55779,1,23,Production Technician I,MA,1454,05/09/77,F,Married,US Citizen,No,White,2/16/2015,8/13/2018,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Google Search,Fully Meets,4.93,5,1,3/2/2015,0,10
"Wolk, Hang  T",35,0,1,1,5,5,2,0,56141,1,22,Software Engineer,MA,21982,05/04/82,M ,Married,US Citizen,Yes,Asian,3/30/2015,2/25/2018,attendance,Voluntarily Terminated,Production       ,Lynn Daneault,21,Indeed,Exceeds,2.43,4,2,1/19/2016,3,11
"Lunquist, Lisa",68,0,0,0,5,5,2,0,56935,1,15,Production Technician I,MA,2162,08/28/63,M ,Single,US Citizen,No,White,8/13/2012,11/30/2012,N/A-StillEmployed,Voluntarily Terminated,Production       ,Michael Albert,22,Indeed,Exceeds,3.84,4,0,2/15/2019,3,14
"Valentin,Jackie",159,1,1,0,2,4,2,0,75207,0,12,Senior BI Developer,MA,6570,03/17/88,F,Married,US Citizen,No,Black or African American,7/8/2013,,N/A-StillEmployed,Active,Sales,Jennifer Zamora,5,LinkedIn,Fully Meets,3.73,4,5,2/25/2019,1,16
"Saar-Beckles, Melinda",183,1,3,0,5,4,3,0,68509,1,20,Production Technician I,MA,1888,07/07/86,M ,Separated,US Citizen,No,Black or African American,1/6/2014,9/4/2014,relocation out of area,Voluntarily Terminated,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,3.3,4,1,1/2/2012,1,14
"Costello, Frank",77,0,1,0,5,5,4,0,113670,1,17,Production Technician II,MA,17588,06/30/89,F,Single,US Citizen,No,Black or African American,2/20/2012,5/14/2012,"no-call, no-show",Terminated for Cause,Production       ,Michael Albert,22,Employee Referral,Fully Meets,4.57,4,0,6/2/2014,0,9
"Peters, Lauren",48,0,0,0,4,5,3,0,78990,1,16,Production Technician I,MA,8784,08/25/76,F,Single,US Citizen,No,White,5/12/2014,1/26/2016,more money,Voluntarily Terminated,IT/IS,Kelley Spirea,18,LinkedIn,Fully Meets,4.58,4,2,2/13/2018,0,11
"Delarge, Alex",61,0,0,0,5,5,3,0,48380,1,21,Production Technician I,MA,7954,07/05/79,F,Married,US Citizen,No,White,7/7/2014,2/22/2017,Learned that he is a gangster,Terminated for Cause,Production       ,Michael Albert,22,Google Search,Fully Meets,3.4,4,1,1/19/2016,0,15
"McKinzie, Jac",94,1,2,0,4,3,2,0,127677,1,25,Administrative Assistant,MA,11791,08/10/81,M ,Married,US Citizen,No,White,7/21/2016,2/12/2016,career change,Voluntarily Terminated,IT/IS,Janet King,2,Employee Referral,Fully Meets,3.98,4,5,4/18/2017,2,10
"Roby, Lori ",111,1,2,1,2,6,3,0,56766,0,6,Production Technician I,MA,25476,12/05/74,M ,Married,US Citizen,No,White,2/16/2015,,N/A-StillEmployed,Active,IT/IS,David Stanley,14,Google Search,Fully Meets,4.46,5,2,1/27/2019,1,18
"Sparks, Taylor  ",113,1,2,1,2,5,2,0,67870,0,5,Production Technician I,VA,34405,12/21/74,F,Married,US Citizen,Yes,White,4/4/2011,,N/A-StillEmployed,Active,IT/IS,David Stanley,14,Indeed,Fully Meets,4.37,4,1,1/7/2019,0,16
"Saar-Beckles, Melinda",177,1,1,0,3,5,3,1,83860,1,18,Production Technician II,MA,35042,06/10/84,F,Married,US Citizen,No,White,3/30/2015,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,1.2,4,2,2/11/2019,1,2
"Heitzman, Anthony",152,0,1,0,3,5,3,0,57178,1,14,Production Technician II,MA,10540,11/09/72,F,Single,US Citizen,No,White,9/29/2014,5/17/2016,unhappy,Active,Production       ,Jennifer Zamora,5,Google Search,Fully Meets,3.68,5,2,3/5/2015,2,9
"Tejeda, Lenora ",91,1,2,1,2,2,2,0,51318,0,10,Production Technician II,MA,7650,10/15/84,M ,Married,US Citizen,No,Black or African American,2/21/2011,,N/A-StillEmployed,Active,IT/IS,Janet King,2,Google Search,Fully Meets,2.19,3,6,2/25/2019,2,6
"Whittier, Scott",34,0,1,1,4,5,2,1,61321,1,6,Production Technician II,MA,30877,05/24/87,M ,Married,US Citizen,No,Black or African American,7/8/2013,9/26/2017,attendance,Voluntarily Terminated,Production       ,Lynn Daneault,21,Google Search,Fully Meets,4.6,4,2,2/12/2017,0,18
"Lynch, Lindsay",0,0,0,1,3,5,3,0,64291,1,15,Production Technician I,MA,6555,11/28/73,M ,Single,US Citizen,No,White,2/20/2012,3/15/2015,relocation out of area,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Employee Referral,Fully Meets,4.99,4,1,3/5/2015,0,13
"Sewkumar, Nori",65,0,0,0,4,6,2,0,48700,1,24,Production Technician I,MA,16520,05/30/68,F,Married,US Citizen,No,White,8/13/2012,10/31/2015,career change,Voluntarily Terminated,Production       ,Michael Albert,22,LinkedIn,PIP,3.33,2,0,4/19/2014,5,9
"Rachael, Maggie",187,1,2,0,4,4,3,0,65983,1,20,Production Technician I,MA,15158,08/29/88,F,Divorced,US Citizen,No,White,5/14/2012,,attendance,Voluntarily Terminated,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,4.69,4,2,3/2/2017,1,10
